,agressivite,visibilite,hstag,hstagmoyenTweet,longMoyen,frequenceFollowers,frequenceMention,frequenceAmi,refermoyenTweet,retweet,reply,Nombreurl,frenquenTweet,frequenceFavourite,,label
673,0,0.081428571,0,0,140,-5.30E-05,-6.29E-06,0,1,0,0,0,0,-8.64E-05,,1
674,0,0.412857143,4,4,140,-7.40E-06,-4.90E-07,0,1,0,0,0,0,-9.09E-05,,1
675,0,0.081428571,0,0,140,-1.79E-05,-1.36E-06,0,1,0,0,1,0,-3.32E-05,,1
676,0,0.248571429,3,3,133,-1.92E-05,-1.02E-06,0,0,0,0,2,0,-9.62E-08,,1
677,0,0.164285714,1,1,140,-4.46E-06,0,0,1,0,0,0,0,-6.64E-06,,1
678,0,0.081428571,0,0,120,-5.21E-06,-3.70E-07,0,1,0,0,1,0,-6.05E-04,,1
679,0,0.164285714,1,1,112,-2.84E-06,-1.92E-07,0,1,0,0,1,0,-4.25E-06,,1
680,0,0,0,0,112.5,-1.55E-05,-1.13E-06,0,0,0,0,2,0,-2.37E-05,,1
681,0.328571429,0.557619048,5,0.833333333,128.6666667,-5.20E-06,-2.66E-07,-2.28E-08,1,0,0,3,-4.14E-07,-5.20E-05,,1
682,0,0.082857143,1,1,103,-9.46E-05,-4.63E-06,0,0,0,0,1,0,-2.06E-03,,1
683,0,0.164285714,1,1,140,-1.35E-06,-1.83E-07,0,1,0,0,0,0,-1.82E-06,,1
684,0,0,0,0,140,-1.70E-04,-2.23E-06,0,0,0,0,1,0,-8.83E-06,,1
685,0,0.082857143,1,1,52,-1.88E-04,-8.92E-06,0,0,0,0,1,0,-2.85E-04,,1
686,0,0.081428571,0,0,49,-2.55E-06,-4.64E-08,0,1,0,0,1,0,-8.61E-06,,1
687,0.002857143,0.204285714,1,0.5,55,-9.08E-04,-1.24E-05,0,1,0,0,2,-3.42E-08,-9.07E-05,,1
688,0.008571429,0.245714286,2,1,141.5,-9.83E-06,-1.21E-06,0,1,0,0,1,-3.14E-08,-2.29E-04,,1
689,0.128571429,0.252666667,31,2.066666667,69.4,-6.86E-06,-4.82E-07,-5.23E-09,0.066666667,0,0,2,-2.30E-07,-2.05E-05,,1
690,0,0.164285714,1,1,84,-3.11E-06,-9.85E-08,0,1,0,0,1,0,-2.49E-06,,1
691,0,0,0,0,39,-5.05E-06,-2.75E-07,0,0,0,0,1,0,-1.04E-04,,1
692,0,0.165714286,2,2,67,-7.11E-06,-3.56E-07,0,0,0,0,0,0,-2.92E-05,,1
693,0.054285714,0.287142857,3,1.5,96,-2.25E-05,-9.85E-07,0,1,0,0,2,-1.15E-07,-4.62E-05,,1
694,0.008571429,0.205714286,3,1.5,94.5,-1.01E-03,-2.52E-05,-6.70E-09,0.5,0,0,2,-1.34E-08,-9.57E-06,,1
695,0,0.33,3,3,87,-9.67E-06,-2.61E-07,0,1,0,0,1,0,-1.25E-05,,1
696,0,0,0,0,140,-7.17E-06,-2.78E-07,0,0,0,0,1,0,-8.93E-05,,1
697,0,0.081428571,0,0,68,-1.80E-04,-2.32E-05,0,1,0,0,1,0,-1.92E-03,,1
698,0,0,0,0,26,-1.24E-06,-7.21E-08,0,0,0,0,1,0,-3.78E-06,,1
699,0.002857143,0.164285714,2,1,105,-4.08E-04,-2.13E-05,0,0.5,0,0,1,-5.96E-09,-1.24E-04,,1
700,0.088571429,0.12877551,4,0.571428571,38.57142857,-1.79E-05,-8.05E-07,0,0.142857143,0,0,5,-1.16E-07,-1.90E-04,,1
701,0.014285714,0.553571429,11,2.75,137.75,-6.65E-06,-4.56E-07,0,1,0,0,1,-2.00E-08,-3.73E-06,,1
702,0,0.248571429,3,3,102,-2.72E-03,-2.25E-05,0,0,0,0,1,0,-2.51E-04,,1
703,0,0.247142857,2,2,59,-8.16E-07,-2.74E-08,0,1,0,0,1,0,-9.53E-06,,1
704,0,0.164285714,1,1,104,-6.78E-07,-3.37E-08,0,1,0,0,1,0,-2.39E-05,,1
705,0,0.41,2,2,146,-3.11E-06,-1.35E-07,0,3,0,0,0,0,-8.88E-06,,1
706,0,0.082857143,1,1,137,-2.43E-03,-1.61E-05,0,0,0,0,1,0,-9.59E-06,,1
707,0,0.248571429,3,3,126,-6.47E-04,-4.26E-06,0,0,0,0,1,0,-2.12E-05,,1
708,0,0.082857143,1,1,123,-5.65E-05,-2.16E-06,0,0,0,0,0,0,-2.75E-04,,1
709,0,0,0,0,143,-8.12E-06,-2.35E-07,0,0,0,0,1,0,-9.04E-05,,1
710,0,0.081428571,0,0,139,-4.76E-06,-3.37E-07,0,1,0,0,0,0,-6.15E-07,,1
711,0,0.164285714,1,1,139,-8.85E-05,-3.56E-06,0,1,0,0,0,0,-1.37E-03,,1
712,0,0.165714286,2,2,70,-2.00E-06,-4.75E-08,0,0,0,0,0,0,-3.90E-06,,1
713,0,0.247142857,2,2,140,-5.32E-06,-3.64E-07,0,1,0,0,0,0,-1.82E-05,,1
714,0,0.082857143,1,1,25,-2.04E-05,-1.05E-06,0,0,0,0,0,0,-1.69E-04,,1
715,0,0.247142857,2,2,139,-4.83E-06,-2.76E-07,0,1,0,0,1,0,-3.71E-06,,1
716,0,0.164285714,1,1,140,-9.03E-06,-6.09E-07,0,1,0,0,0,0,-1.28E-04,,1
717,0.051428571,0.101269841,11,1.222222222,76.77777778,-1.35E-06,-6.71E-08,-5.59E-09,0,0,0,2,-9.51E-08,-2.93E-05,,1
718,0.031428571,0.336349206,10,1.111111111,103.6666667,-2.35E-06,-1.21E-07,0,0.333333333,0,0,4,-1.11E-07,-9.88E-06,,1
719,0.002857143,0.491428571,4,2,115.5,-2.51E-06,-4.24E-07,0,2,0,0,2,-7.07E-09,-1.27E-07,,1
720,0,0.33,3,3,140,-3.85E-06,-1.05E-07,0,1,0,0,0,0,-6.13E-06,,1
721,0,0.164285714,1,1,140,-1.01E-04,-1.07E-05,0,1,0,0,0,0,-1.21E-04,,1
722,0,0.082857143,1,1,17,-5.51E-06,-2.96E-07,0,0,0,0,0,0,-1.90E-05,,1
723,0,0,0,0,83,-2.95E-05,-1.48E-06,0,0,0,0,1,0,-7.56E-06,,1
724,0.025714286,0.225,3,0.75,105.5,-9.65E-07,-5.11E-08,-3.41E-09,0.5,0,0,2,-2.73E-08,-1.98E-07,,1
725,0,0.165714286,2,2,139,-5.32E-05,-1.77E-06,0,0,0,0,1,0,-1.91E-05,,1
726,0,0.165714286,2,2,65,-4.34E-06,-1.73E-07,0,0,0,0,1,0,-1.85E-06,,1
727,0.16,0.626666667,5,1.666666667,141,-1.52E-03,-1.83E-05,-9.09E-09,2,0,0,2,-2.45E-07,-6.59E-04,,1
728,0,0.082857143,1,1,140,-1.31E-07,-8.92E-08,0,0,0,0,1,0,-2.62E-08,,1
729,0,0.081428571,0,0,74,-3.01E-06,-1.99E-07,0,1,0,0,1,0,-2.67E-06,,1
730,0.08,1.124857143,4,0.8,130,-1.34E-05,-1.05E-06,-2.73E-08,2.6,0,0,5,-2.28E-07,-9.94E-05,,-1
731,0,0.412857143,4,4,140,-6.33E-06,-2.08E-07,0,1,0,0,1,0,-5.99E-05,,1
732,0,0.162857143,0,0,140,-3.06E-05,-1.91E-06,0,2,0,0,0,0,-3.68E-05,,1
733,0,0.081428571,0,0,140,-1.38E-05,-4.36E-07,0,1,0,0,1,0,-3.05E-06,,1
734,2.94,3.742947559,75,0.949367089,119.6835443,-6.80E-02,-0.000393905,0,0.569620253,0,0,108,-3.53E-06,-2.76E-06,,-1
735,0.502857143,0.245714286,5,1,113.2,-1.80E-05,-8.06E-07,-3.78E-09,0.4,0,0,3,-6.62E-07,-1.10E-05,,1
736,0.022857143,0.082857143,2,1,76.5,-3.82E-06,-2.28E-07,0,0,0,0,0,-9.61E-08,-1.81E-04,,1
737,0.005714286,0.248571429,6,3,79,-5.54E-07,-5.42E-08,-3.87E-09,0,0,0,1,-3.87E-09,-1.07E-06,,1
738,0,0.081428571,0,0,97,-1.75E-06,-1.58E-07,0,1,0,0,1,0,-3.90E-04,,1
739,1.391428571,0.710612245,10,0.714285714,82.57142857,-1.21E-04,-2.86E-06,-2.30E-08,0.571428571,0,0,10,-1.58E-06,-4.87E-04,,1
740,0,0.33,3,3,80,-4.07E-06,-2.51E-07,0,1,0,0,1,0,-6.56E-06,,1
741,0.045714286,0.165714286,6,2,110.6666667,-4.62E-06,-2.11E-07,0,0,0,0,3,-6.01E-08,-1.39E-06,,1
742,0.525714286,0.164285714,2,1,118,-1.32E-05,-1.24E-06,-7.50E-09,0.5,0,0,1,-6.82E-07,-9.83E-06,,1
743,0,0.331428571,4,4,92,-2.10E-04,-2.61E-06,0,0,0,0,1,0,-1.20E-05,,1
744,0.077142857,0.273333333,4,1.333333333,100,-2.83E-06,-1.14E-07,-3.56E-09,0.666666667,0,0,2,-9.27E-08,-1.01E-04,,1
745,0,0.082857143,1,1,140,-1.37E-05,-8.11E-07,0,0,0,0,1,0,-2.20E-05,,1
746,0,0.164285714,1,1,140,-4.25E-05,-1.67E-06,0,1,0,0,0,0,-1.31E-04,,1
747,0.031428571,0.247142857,4,2,94.5,-4.74E-06,-4.92E-07,0,0.5,0,0,2,-4.19E-08,-9.08E-06,,1
748,0,0.66,6,6,140,-2.39E-06,-8.73E-08,0,2,0,0,0,0,-2.02E-05,,1
749,0.04,0.207142857,5,2.5,67.5,-4.10E-06,-3.74E-07,0,0,0,0,2,-7.38E-08,-3.00E-05,,1
750,0,0.164285714,1,1,141,-3.47E-06,-1.58E-07,0,1,0,0,1,0,-2.00E-05,,1
751,0,0.164285714,1,1,142,-1.24E-05,-3.71E-07,0,1,0,0,0,0,-1.03E-04,,1
752,0,0.164285714,1,1,70,-1.53E-05,-2.91E-07,0,1,0,0,1,0,-2.18E-07,,1
753,0.034285714,0.180857143,6,1.2,58,-2.00E-06,-1.54E-07,-1.06E-08,0.2,0,0,1,-5.30E-08,-1.18E-05,,1
754,0.171428571,1.142857143,12,2,95.33333333,-3.41E-05,-1.66E-07,-9.96E-09,2,0,0,4,-1.89E-07,-1.60E-05,,-1
755,0,0.247142857,2,2,140,-3.00E-05,-1.78E-06,0,1,0,0,0,0,-5.60E-05,,1
756,0,0.247142857,2,2,93,-1.17E-06,-1.18E-07,0,1,0,0,1,0,-1.22E-04,,1
757,0,0.248571429,3,3,108,-5.80E-05,-1.80E-06,0,0,0,0,1,0,-2.12E-05,,1
758,0,0.164285714,1,1,142,-3.14E-04,-3.57E-06,0,1,0,0,1,0,-1.23E-03,,1
759,0.028571429,0.162857143,0,0,140,-1.89E-05,-1.22E-06,0,1,0,0,1,-8.33E-08,-5.68E-04,,1
760,0.165714286,0.218095238,4,0.666666667,138.5,-9.96E-04,-3.06E-05,0,0.333333333,0,0,6,-6.14E-07,-1.80E-05,,1
761,0,0.33,3,3,140,-2.35E-04,-1.45E-05,0,1,0,0,1,0,-5.01E-04,,1
762,0,0.165714286,2,2,97,-2.24E-05,-4.65E-06,0,0,0,0,1,0,-1.23E-04,,1
763,0,0.081428571,0,0,35,-7.67E-07,0,0,1,0,0,1,0,-1.22E-05,,1
764,0,0.164285714,1,1,140,-3.40E-06,-1.37E-07,0,1,0,0,1,0,-9.54E-05,,1
765,0,0.081428571,0,0,140,-8.88E-06,-2.24E-06,0,1,0,0,0,0,-4.93E-04,,1
766,0.002857143,0.082857143,2,1,83,-1.94E-06,-1.08E-07,0,0,0,0,1,-1.20E-08,-5.09E-06,,1
767,0,0.164285714,1,1,140,-2.41E-05,-4.61E-07,0,1,0,0,0,0,-2.14E-04,,1
768,0,0.164285714,1,1,90,-2.02E-05,-7.40E-07,0,1,0,0,1,0,-8.50E-06,,1
769,0.005714286,0.578571429,12,6,89,-1.66E-04,-1.49E-05,0,0.5,0,0,0,-2.13E-08,-2.37E-05,,1
770,0.188571429,0.470714286,7,1.75,80.5,-7.46E-06,-1.17E-06,-2.02E-08,1,0,0,3,-6.46E-07,-7.08E-06,,1
771,0.051428571,0.211632653,11,1.571428571,105.4285714,-7.92E-06,-6.05E-07,0,0.142857143,0,0,5,-6.93E-08,-1.04E-05,,1
772,0,0.164285714,1,1,140,-2.92E-05,-1.55E-06,0,1,0,0,1,0,-3.90E-05,,1
773,0.005714286,0.655714286,6,3,137.5,-2.78E-06,-2.57E-07,-5.97E-09,2.5,0,0,1,-5.97E-09,-1.13E-05,,1
774,0.008571429,0.041428571,1,0.5,124.5,-1.28E-06,-5.22E-08,0,0,0,0,2,-1.12E-08,-3.59E-05,,1
775,0,0.164285714,1,1,140,-4.53E-02,-8.53E-05,0,1,0,0,0,0,-1.99E-05,,1
776,0,0.247142857,2,2,126,-5.96E-06,-3.14E-07,0,1,0,0,1,0,-3.56E-05,,1
777,0,0.164285714,1,1,36,-4.93E-06,-1.90E-07,0,1,0,0,0,0,-8.42E-06,,1
778,0,0.082857143,1,1,52,-1.07E-05,-7.12E-07,0,0,0,0,0,0,-3.44E-05,,1
779,0,0,0,0,139,-1.87E-06,-3.68E-08,0,0,0,0,1,0,-7.82E-07,,1
780,0,0.165714286,2,2,125,-1.39E-04,-2.49E-06,0,0,0,0,1,0,-5.23E-05,,1
781,0,0.164285714,1,1,109,-2.04E-06,-1.67E-07,0,1,0,0,0,0,-1.13E-05,,1
782,0,0.082857143,1,1,117,-1.39E-06,-2.09E-08,0,0,0,0,1,0,-2.47E-06,,1
783,0,0.245714286,1,1,141,-1.64E-06,-1.26E-07,0,2,0,0,0,0,-2.76E-05,,1
784,0.037142857,0.207142857,15,2.5,77.5,-2.72E-06,-1.07E-07,-5.97E-09,0,0,0,1,-7.16E-08,-5.86E-06,,1
785,0,0.247142857,2,2,69,-1.21E-05,-1.20E-06,0,1,0,0,0,0,-8.65E-04,,1
786,0,0,0,0,41,-2.48E-04,-1.26E-05,0,0,0,0,1,0,-1.10E-04,,1
787,0,0.495714286,5,5,140,-7.67E-07,-1.69E-08,0,1,0,0,1,0,-4.12E-06,,1
788,0,0.082857143,1,1,42,-4.58E-06,-4.63E-07,0,0,0,0,0,0,-7.96E-06,,1
789,0,0.081428571,0,0,82,-4.06E-07,-4.51E-08,0,1,0,0,1,0,-2.86E-05,,1
790,0,0.247142857,2,2,140,-7.14E-06,-4.55E-07,0,1,0,0,0,0,-7.72E-06,,1
791,0,0.082857143,1,1,30,-2.53E-06,-8.45E-08,0,0,0,0,0,0,-5.00E-06,,1
792,0,0.082857143,1,1,97,-3.12E-06,-1.56E-07,0,0,0,0,0,0,-8.32E-06,,1
793,0,0.164285714,1,1,140,-7.21E-06,-2.77E-07,0,1,0,0,1,0,-7.85E-06,,1
794,0,0.245714286,1,1,125,-7.28E-06,-8.02E-07,0,2,0,0,1,0,-7.28E-05,,1
795,0.005714286,0.37,5,2.5,121,-8.16E-06,-2.01E-07,0,1,0,0,2,-7.71E-09,-2.35E-05,,1
796,0,0.164285714,1,1,139,-1.21E-06,0,0,1,0,0,0,0,-9.87E-06,,1
797,0,0,0,0,98,-2.22E-06,-9.41E-08,0,0,0,0,1,0,-6.04E-06,,1
798,0.005714286,0.572857143,4,2,134.5,-1.26E-05,-1.47E-06,0,2.5,0,0,2,-9.90E-09,-3.37E-06,,1
799,0,0.33,3,3,72,-3.32E-05,-1.53E-06,0,1,0,0,1,0,-2.38E-04,,1
800,0.088571429,0.37,45,2.5,73.88888889,-8.22E-06,-3.55E-07,0,0.111111111,0,0,4,-1.64E-07,-3.88E-06,,1
801,0,0.164285714,1,1,122,-5.92E-06,-6.15E-07,0,1,0,0,1,0,-1.53E-04,,1
802,0,0.081428571,0,0,140,-2.13E-06,-2.80E-08,0,1,0,0,0,0,-5.37E-06,,1
803,0,0.164285714,1,1,140,-9.16E-06,-6.85E-07,0,1,0,0,0,0,-2.30E-05,,1
804,0,0.082857143,1,1,138,-2.50E-04,-7.35E-06,0,0,0,0,2,0,-1.80E-05,,1
805,0,0.081428571,0,0,140,-2.07E-06,-3.55E-07,0,1,0,0,0,0,-8.03E-07,,1
806,0,0.247142857,2,2,105,-9.28E-06,-9.29E-07,0,1,0,0,1,0,-4.21E-05,,1
807,0,0.164285714,1,1,65,-5.34E-06,-6.67E-08,0,1,0,0,0,0,-2.75E-05,,1
808,0.097142857,0.380952381,2,0.666666667,139.6666667,-2.79E-06,-9.29E-08,-3.87E-09,1.333333333,0,0,3,-1.28E-07,-7.47E-05,,1
809,0.057142857,0.164285714,2,1,118,-1.06E-05,-2.97E-07,-3.43E-08,0.5,0,0,2,-1.94E-07,-7.61E-06,,1
810,0,0.165714286,2,2,64,-1.17E-03,-8.92E-05,0,0,0,0,0,0,-6.39E-04,,1
811,0.011428571,0.41,4,2,111.5,-7.36E-06,-9.22E-07,0,1.5,0,0,2,-1.31E-08,-1.56E-06,,1
812,0,0.245714286,1,1,140,-2.43E-06,-1.85E-07,0,2,0,0,1,0,-6.09E-05,,1
813,0.014285714,0.328571429,4,2,105.5,-2.22E-05,-1.07E-06,0,1,0,0,1,-1.81E-08,-1.76E-05,,1
814,0.271428571,1.031142857,36,3.6,129.3,-1.05E-02,-3.53E-05,-3.48E-09,0.9,0,0,4,-3.27E-07,-3.14E-06,,-1
815,0,0.33,3,3,140,-1.85E-04,-6.58E-06,0,1,0,0,0,0,-1.03E-04,,1
816,0,0.41,2,2,120,-7.35E-06,-4.17E-07,0,3,0,0,1,0,-1.27E-05,,1
817,0,0.082857143,1,1,21,-1.77E-06,-2.25E-08,0,0,0,0,0,0,-5.85E-06,,1
818,0.385714286,1.150659341,40,3.076923077,122.1538462,-3.73E-05,-1.23E-06,-7.51E-09,0.846153846,0,0,8,-4.99E-07,-5.16E-05,,-1
819,0,0.165714286,2,2,144,-2.64E-05,-9.13E-07,0,0,0,0,1,0,-1.02E-04,,1
820,0,0.248571429,3,3,45,-4.01E-06,-1.80E-07,0,0,0,0,0,0,-5.52E-05,,1
821,0.002857143,0.124285714,3,1.5,92,-7.92E-07,-5.97E-08,0,0,0,0,0,-3.73E-09,-2.93E-06,,1
822,0.031428571,0.288571429,5,2.5,95.5,-1.90E-04,-7.82E-06,0,0.5,0,0,1,-1.57E-07,-1.71E-04,,1
823,0.08,0.207142857,5,2.5,61.5,-6.10E-05,-1.13E-06,0,0,0,0,0,-1.66E-07,-4.23E-06,,1
824,0,0.082857143,1,1,125,-8.67E-06,-4.76E-07,0,0,0,0,1,0,-8.93E-06,,1
825,0.002857143,0.041428571,1,0.5,111,-2.43E-05,-1.00E-06,0,0,0,0,1,-1.97E-08,-2.66E-05,,1
826,0,0.164285714,1,1,100,-9.59E-07,-8.57E-08,0,1,0,0,1,0,-9.14E-05,,1
827,0,0.081428571,0,0,140,-2.00E-05,-1.04E-06,0,1,0,0,0,0,-1.83E-05,,1
828,0,0.165714286,2,2,135,-6.20E-06,-2.69E-07,0,0,0,0,0,0,-1.52E-06,,1
829,0,0.164285714,1,1,88,-5.11E-04,-2.77E-05,0,1,0,0,0,0,-7.39E-04,,1
830,0.102857143,0.101978022,16,1.230769231,47.53846154,-6.22E-06,-2.72E-07,-3.72E-09,0,0,0,1,-1.30E-07,-6.96E-06,,1
831,0.051428571,0.164285714,2,1,107.5,-3.87E-06,-2.42E-07,-3.67E-09,0.5,0,0,2,-6.24E-08,-3.16E-06,,1
832,0,0,0,0,140,-4.48E-05,-1.79E-06,0,0,0,0,1,0,-1.91E-05,,1
833,0,0.411428571,3,3,140,-1.16E-04,-6.96E-06,0,2,0,0,1,0,-3.69E-04,,1
834,0,0.41,2,2,125,-2.18E-05,-8.56E-07,0,3,0,0,1,0,-3.64E-05,,1
835,0.02,0.328571429,6,2,116.6666667,-7.02E-06,-4.06E-07,0,0.666666667,0,0,1,-6.93E-08,-1.87E-05,,1
836,0,0.247142857,2,2,74,-6.28E-05,-2.02E-06,0,1,0,0,1,0,-2.14E-04,,1
837,0,0.165714286,2,2,70,-1.89E-05,-5.27E-07,0,0,0,0,0,0,-8.02E-06,,1
838,0.714285714,0.715164835,10,0.769230769,133.0769231,-2.80E-02,-0.000130306,0,0.615384615,0,0,15,-8.94E-07,-4.90E-07,,-1
839,0,0.164285714,1,1,92,-3.84E-05,-1.28E-06,0,1,0,0,1,0,-2.02E-03,,1
840,0,0.247142857,2,2,114,-5.27E-06,-1.08E-07,0,1,0,0,1,0,-1.69E-04,,1
841,0,0.082857143,1,1,126,-1.39E-06,-7.72E-08,0,0,0,0,0,0,-5.83E-05,,1
842,0,0.247142857,2,2,126,-5.08E-06,-5.77E-07,0,1,0,0,1,0,-2.56E-04,,1
843,0,0,0,0,69,-2.64E-03,-3.10E-05,0,0,0,0,1,0,-2.89E-05,,1
844,0.02,0.676530612,9,1.285714286,119.2857143,-2.96E-04,-4.86E-06,0,1,0,0,6,-2.59E-08,-2.33E-07,,1
845,0,0.081428571,0,0,125,-3.94E-04,-7.85E-06,0,1,0,0,1,0,-3.41E-04,,1
846,0,0.081428571,0,0,77,-1.13E-05,-7.51E-07,0,1,0,0,1,0,-1.44E-04,,1
847,0,0.165714286,2,2,90,-1.92E-06,-9.30E-08,0,0,0,0,0,0,-1.04E-05,,1
848,0.225714286,0.204285714,2,0.5,76.75,-1.09E-05,-1.44E-07,0,0.5,0,0,4,-2.99E-07,-2.34E-05,,1
849,0.034285714,0.165714286,4,2,134,-7.86E-06,-2.96E-07,0,0,0,0,2,-4.39E-08,-1.92E-05,,1
850,0,0.081428571,0,0,140,-6.51E-07,-9.17E-08,0,1,0,0,0,0,-2.38E-07,,1
851,0,0.082857143,1,1,143,-2.44E-04,-1.25E-05,0,0,0,0,1,0,-1.56E-05,,1
852,0,0.082857143,1,1,40,-1.75E-04,-1.04E-05,0,0,0,0,1,0,-1.00E-04,,1
853,0,0.41,2,2,109,-1.83E-06,-2.04E-07,0,3,0,0,1,0,-2.52E-06,,1
854,0.111428571,0.572857143,8,2,114,-4.13E-05,-6.87E-07,-1.16E-08,1.25,0,0,1,-2.15E-07,-5.75E-04,,-1
855,0.365714286,1.603613445,45,2.647058824,129.1176471,-3.08E-04,-4.30E-06,0,1,0,0,14,-4.71E-07,-5.65E-06,,-1
856,0.117142857,0.082857143,8,1,90.375,-2.20E-04,-1.67E-06,-3.79E-09,0,0,0,1,-1.52E-07,-2.18E-05,,1
857,0,0.164285714,1,1,144,-1.42E-05,-5.71E-07,0,1,0,0,0,0,-8.69E-05,,1
858,0,0.162857143,0,0,140,-1.27E-05,-6.43E-07,0,2,0,0,0,0,-2.42E-05,,1
859,0,0.247142857,2,2,140,-1.43E-04,-7.97E-07,0,1,0,0,2,0,-3.00E-05,,1
860,0,0.247142857,2,2,119,-1.54E-06,-1.82E-08,0,1,0,0,1,0,-5.44E-06,,1
861,0.091428571,0.041428571,1,0.5,97,-6.28E-06,-3.62E-07,-3.81E-09,0,0,0,1,-1.18E-07,-5.45E-07,,1
862,0.117142857,0.885306122,6,0.857142857,129.5714286,-1.41E-07,-3.80E-09,-3.42E-08,1.428571429,0,0,3,-1.22E-07,-9.47E-06,,-1
863,0.24,0.548095238,11,3.666666667,143,-1.54E-06,-3.33E-09,-1.33E-08,1,0,0,4,-2.66E-07,-2.23E-06,,-1
864,0,0.165714286,4,2,37,-1.61E-05,-5.19E-07,0,0,0,0,0,0,-2.39E-05,,1
865,0.008571429,0.225,3,0.75,87.75,-2.36E-04,-1.52E-06,0,0.5,0,0,2,-1.72E-08,-1.55E-05,,1
866,0,0,0,0,140,-2.28E-05,-1.53E-06,0,0,0,0,1,0,-1.75E-04,,1
867,0,0.082857143,1,1,87,-7.41E-05,-7.35E-06,0,0,0,0,0,0,-2.01E-04,,1
868,0,0,0,0,44,-2.09E-05,-6.46E-07,0,0,0,0,1,0,-1.41E-04,,1
869,0.157142857,0.491428571,8,2,127.25,-1.09E-06,-4.81E-08,-3.20E-09,1,0,0,2,-1.73E-07,-1.26E-05,,1
870,0,0.081428571,0,0,54,-3.28E-05,-1.59E-06,0,1,0,0,1,0,-1.04E-04,,1
871,0,0.164285714,1,1,140,-4.97E-06,-8.66E-07,0,1,0,0,0,0,-9.40E-07,,1
872,0,0.328571429,2,2,95,-2.39E-03,-1.57E-05,0,2,0,0,1,0,-3.23E-05,,1
873,0.057142857,0.164285714,2,1,53.5,-1.27E-05,-5.88E-07,-1.56E-08,0.5,0,0,0,-6.23E-08,-9.97E-06,,1
874,0.005714286,0.531428571,3,1.5,114,-3.27E-05,-1.02E-06,0,2.5,0,0,1,-7.15E-09,-1.84E-05,,1
875,0,0.082857143,1,1,70,-3.84E-06,-5.78E-07,0,0,0,0,0,0,-1.09E-05,,1
876,0,0.164285714,1,1,140,-7.00E-06,-2.16E-07,0,1,0,0,1,0,-3.89E-05,,1
877,0,0.165714286,2,2,53,-1.01E-06,0,0,0,0,0,0,0,-1.31E-05,,1
878,0,0.33,3,3,101,-6.93E-06,-3.22E-07,0,1,0,0,1,0,-2.06E-06,,1
879,0,0.165714286,2,2,111,-3.94E-05,-9.46E-07,0,0,0,0,0,0,-4.47E-06,,1
880,0.002857143,0,0,0,61.5,-5.94E-05,-2.00E-06,0,0,0,0,2,-8.39E-09,-2.25E-05,,1
881,0,0,0,0,39,-1.24E-04,-5.42E-06,0,0,0,0,1,0,-9.84E-04,,1
882,0,0.081428571,0,0,140,-6.03E-07,-3.11E-08,0,1,0,0,0,0,-1.64E-05,,1
883,0,0.33,3,3,117,-9.68E-06,-2.28E-07,0,1,0,0,1,0,-1.90E-05,,1
884,0,0.165714286,2,2,49,-3.41E-07,-1.94E-08,0,0,0,0,0,0,-1.89E-06,,1
885,0,0.164285714,1,1,135,-7.18E-05,-2.37E-06,0,1,0,0,1,0,-6.07E-05,,1
886,0,0.164285714,1,1,140,-4.01E-05,-2.39E-06,0,1,0,0,1,0,-1.87E-06,,1
887,0,0.247142857,2,2,130,-2.55E-06,-1.05E-07,0,1,0,0,1,0,-7.41E-06,,1
888,0,0,0,0,140,-4.49E-06,-1.88E-07,0,0,0,0,1,0,-1.78E-06,,1
889,0.194285714,0.327142857,3,1,139,-2.92E-05,-2.06E-06,-5.91E-08,1,0,0,2,-1.77E-07,-6.29E-05,,1
890,0,0.165714286,2,2,60,-3.09E-04,-1.69E-05,0,0,0,0,1,0,-1.08E-04,,1
891,0.12,0.347857143,10,1.25,85.875,-7.30E-07,-2.77E-08,-2.77E-08,0.375,0,0,4,-2.05E-07,-2.10E-07,,1
892,0,0.164285714,1,1,140,-4.48E-04,-4.27E-06,0,1,0,0,1,0,-1.30E-03,,1
893,0,0.165714286,2,2,139,-1.89E-04,-1.49E-05,0,0,0,0,1,0,-3.70E-07,,1
894,0.031428571,0.082857143,3,1,42.66666667,-2.84E-07,-6.04E-09,-3.62E-08,0,0,0,0,-3.02E-08,-3.12E-06,,1
895,0.048571429,0.452857143,7,3.5,93.5,-5.32E-06,-5.06E-07,0,1,0,0,1,-1.04E-07,-5.65E-05,,1
896,0,0.328571429,2,2,106,-1.04E-05,-1.04E-06,0,2,0,0,1,0,-2.20E-05,,1
897,0.025714286,0.719142857,9,1.8,135.8,-1.38E-05,-5.23E-07,-1.12E-08,1.4,0,0,1,-2.24E-08,-1.34E-05,,1
898,0,0.164285714,1,1,90,-2.54E-04,-2.10E-05,0,1,0,0,1,0,-8.51E-04,,1
899,0.282857143,1.267472527,20,1.538461538,108,-1.73E-05,-6.08E-07,-5.07E-09,1.076923077,0,0,8,-4.97E-07,-1.73E-05,,1
900,0,0.081428571,0,0,97,-6.91E-07,-9.21E-09,0,1,0,0,1,0,-5.32E-05,,1
901,0,0.578571429,6,6,140,-2.95E-05,-2.88E-06,0,1,0,0,1,0,-9.25E-04,,1
902,0,0.247142857,2,2,139,-2.88E-07,-4.79E-08,0,1,0,0,0,0,-1.64E-06,,1
903,0,0.081428571,0,0,140,-5.31E-06,-3.35E-07,0,1,0,0,0,0,-9.64E-06,,1
